102, 
103, 1
104, -1
105, 4
106, 6
107, 4
108, 2
109, 9
110, 3
111, 
112, 9
113, 7
114, 4
115, 10
116, 1
117, 7
118, 6
119, 2
120, 1
121, 2
122, 10
123, 
124, 
125, 5
126, 3
127, 8
128, 4
129, 10
130, 9
131, 8
132, 2
133, 
134, 8
135, 1
136, 3
137, 3
138, 7
139, 10
140, 8
141, 4
142, 8
143, 4
144, 5
145, 7
146, 8
147, 3
148, 4
149, 3
150, 
151, 
152, 6
153, 4
154, 7
155, 4
156, 4
157, 3
158, 
159, 9
160, 
161, -1
162, 8
163, 8
164, 9
165, 9
166, 4
167, 5
168, 8
169, 3
170, 3
171, 7
172, 10
173, 
174, 3
175, 1
176, 10
177, 7
178, 9
179, 2
180, 8
181, 10
182, 1
183, 4
184, 6
185, 7
186, 1
187, 9
188, 2
189, 1
190, 9
191, 10
192, 2
193, 10
194, 7
195, 9
196, 1
197, 9
198, 1
199, 3
200, 2
201, 5
