102, 6
103, 5
104, 6
105, 6
106, 
107, 3
108, 5
109, 
110, 8
111, 3
112, 8
113, 10
114, 4
115, 9
116, 4
117, 8
118, 6
119, 7
120, 4
121, 2
122, -1
123, 1
124, 2
125, 1
126, 7
127, 6
128, 9
129, 3
130, 10
131, 
132, 3
133, 4
134, 6
135, 1
136, 3
137, 7
138, 
139, 5
140, 10
141, 6
142, 8
143, 2
144, -1
145, 3
146, 
147, -1
148, 8
149, 7
150, 5
151, 1
152, 4
153, 8
154, 10
155, 5
156, 5
157, 8
158, 1
159, 7
160, 
161, 6
162, 3
163, 
164, 5
165, 7
166, 8
167, 6
168, 6
169, 
170, 7
171, 10
172, 5
173, 
174, 8
175, 5
176, 1
177, 
178, 5
179, 
180, 9
181, 10
182, 
183, -1
184, 8
185, 9
186, 4
187, 8
188, 4
189, 
190, 3
191, 9
192, 7
193, 
194, 2
195, 1
196, 8
197, 4
198, 3
199, 1
200, 8
201, 1
