102, 9
103, 2
104, 
105, 4
106, 5
107, 6
108, 2
109, 7
110, 6
111, 5
112, 1
113, 1
114, 1
115, 8
116, 2
117, 5
118, 8
119, 
120, 2
121, 6
122, 1
123, 10
124, 1
125, 10
126, 6
127, 4
128, 5
129, 7
130, 1
131, 6
132, 9
133, 9
134, 7
135, 9
136, 3
137, 4
138, 4
139, 5
140, 5
141, 
142, 10
143, 9
144, 4
145, 1
146, 3
147, 9
148, 2
149, 
150, 3
151, 5
152, 
153, 1
154, 8
155, 1
156, 8
157, 
158, 2
159, 10
160, 4
161, 10
162, 6
163, 7
164, 8
165, 10
166, 9
167, 3
168, 5
169, 9
170, 5
171, 9
172, 10
173, 6
174, 7
175, 8
176, 7
177, 9
178, 
179, 9
180, 4
181, 
182, 6
183, 2
184, 3
185, 2
186, 8
187, 9
188, 3
189, 8
190, 7
191, 7
192, 3
193, 4
194, 4
195, 9
196, 8
197, 1
198, 1
199, 6
200, 6
201, 10
