304, 
305, 9
306, 
307, 2
308, 6
309, 9
310, 10
311, 8
312, 10
313, 
314, 4
315, 5
316, 1
317, 4
318, 2
319, 8
320, 8
321, 3
322, 4
323, 1
324, 
325, 
326, 3
327, 10
328, 7
329, 7
330, 9
331, 2
332, 1
333, 8
334, 5
335, 8
336, 3
337, 10
338, 9
339, 8
340, 1
341, 
342, 1
343, 7
344, 1
345, 3
346, 6
347, 9
348, 3
349, 4
350, 1
351, 2
352, 5
353, 4
354, 3
355, 3
356, 6
357, 9
358, 10
359, 2
360, 1
361, 9
362, 
363, 9
364, 9
365, 6
366, 4
367, 10
368, 5
369, 4
370, 6
371, 3
372, 4
373, 1
374, 1
375, 6
376, 6
377, 
378, 7
379, 7
380, 5
381, 2
382, 10
383, 1
384, 
385, 
386, 1
387, 4
388, 4
389, 2
390, 
391, 1
392, 9
393, 10
394, 1
