405, 
406, 7
407, 5
408, 1
409, 8
410, 10
411, 5
412, 2
413, 5
414, 8
415, 9
416, 7
417, 10
418, 10
419, 10
420, 10
421, 2
422, 
423, 9
424, 7
425, 4
426, 4
427, 6
428, 2
429, 10
430, 7
431, 3
432, 9
433, 10
434, 9
435, 10
436, 2
437, 1
438, 
439, 4
440, 4
441, 6
442, 5
443, 4
444, 9
445, 7
446, 5
447, 4
448, 8
449, 
450, 8
451, 7
452, 6
453, 9
454, 3
455, 5
456, 6
457, 6
458, 
459, 2
460, 1
461, 5
462, 9
463, 9
464, 4
465, 10
466, 3
467, -1
468, 3
469, 9
470, 8
471, 2
472, 9
473, 10
474, 10
475, 5
476, 10
477, 
478, 1
479, 9
480, 6
481, 3
482, 5
483, 2
484, 4
485, 8
486, 6
