304, 4
305, 10
306, 8
307, 3
308, 9
309, 9
310, 
311, 10
312, 4
313, 8
314, 7
315, 5
316, 5
317, 7
318, 4
319, 2
320, 4
321, 3
322, 2
323, 4
324, -1
325, 5
326, 1
327, 9
328, 1
329, -1
330, 
331, 4
332, 5
333, 9
334, 6
335, 9
336, 10
337, 4
338, 7
339, 7
340, 2
341, 1
342, 5
343, 10
344, 
345, 10
346, 9
347, 8
348, 2
349, 
350, 
351, 3
352, 2
353, 2
354, 6
355, 5
356, 7
357, 7
358, 7
359, 6
360, 2
361, 9
362, 4
363, 3
364, 9
365, 7
366, 7
367, 
368, 6
369, 7
370, 8
371, 6
372, 8
373, 4
374, 4
375, 
376, 1
377, 
378, 8
379, 9
380, 6
381, 5
382, 4
383, 
384, 5
385, 9
386, 6
387, 10
388, 7
389, 3
390, 9
391, 10
392, 10
393, 8
394, 3
