304, 6
305, 2
306, 10
307, 3
308, 9
309, 
310, 7
311, 2
312, 
313, 5
314, 6
315, 6
316, 10
317, 2
318, 4
319, 2
320, 10
321, 
322, 3
323, 1
324, 3
325, 
326, 4
327, 
328, 4
329, 6
330, 5
331, 7
332, 8
333, 4
334, 1
335, 10
336, 1
337, 4
338, 9
339, 10
340, 2
341, 3
342, 9
343, 4
344, 8
345, 5
346, 6
347, 2
348, 10
349, 4
350, 2
351, 
352, 2
353, 9
354, 4
355, 7
356, 8
357, 2
358, 
359, 6
360, 9
361, 6
362, 2
363, 
364, 1
365, -1
366, 4
367, 3
368, 6
369, 2
370, 7
371, 3
372, -1
373, 6
374, 7
375, 8
376, 8
377, 8
378, 
379, 5
380, 7
381, 3
382, 7
383, -1
384, 3
385, 
386, 7
387, 6
388, 2
389, 4
390, 
391, 
392, 10
393, 
394, 1
