304, 7
305, 5
306, 
307, 6
308, 9
309, 3
310, 1
311, 2
312, 9
313, 5
314, 3
315, 4
316, 4
317, 10
318, 10
319, 1
320, 7
321, 6
322, 6
323, 8
324, 3
325, 
326, -1
327, 9
328, 6
329, 
330, 9
331, 2
332, 9
333, 10
334, 
335, 10
336, 10
337, 6
338, 1
339, 8
340, 6
341, 9
342, 8
343, 
344, 7
345, 10
346, 4
347, 2
348, 4
349, 5
350, 8
351, 8
352, 5
353, 1
354, 2
355, 4
356, 9
357, 5
358, 7
359, 3
360, 3
361, 8
362, 4
363, 2
364, 3
365, 4
366, 8
367, 9
368, 7
369, 10
370, 
371, 
372, 3
373, 
374, 5
375, 9
376, 8
377, 1
378, 6
379, 8
380, 7
381, 8
382, 8
383, 10
384, 4
385, 8
386, 9
387, 6
388, 3
389, 2
390, 8
391, 4
392, 9
393, 9
394, 9
