102, 8
103, 10
104, 3
105, 8
106, 
107, -1
108, 9
109, 3
110, 1
111, 9
112, 10
113, 
114, 7
115, 4
116, 4
117, 9
118, 3
119, 2
120, 9
121, 4
122, 6
123, 4
124, 
125, 2
126, 6
127, 8
128, 1
129, 1
130, 
131, 
132, 7
133, -1
134, 9
135, 6
136, 5
137, 7
138, 9
139, 10
140, 5
141, 2
142, 1
143, 2
144, 
145, 7
146, 2
147, 2
148, 
149, 3
150, 2
151, 10
152, 3
153, 10
154, 
155, 9
156, 10
157, 7
158, 5
159, 4
160, 
161, 6
162, 7
163, 1
164, 5
165, 9
166, 3
167, 3
168, 4
169, 7
170, 5
171, 3
172, 4
173, 10
174, 8
175, 3
176, 10
177, 9
178, 
179, 4
180, 8
181, 4
182, 2
183, 1
184, 2
185, 4
186, 9
187, 9
188, 3
189, 10
190, 7
191, 7
192, 5
193, 7
194, 6
195, 7
196, 7
197, 
198, 4
199, 1
200, 6
201, 2
