203, 6
204, 2
205, 
206, 6
207, 5
208, 
209, 7
210, 1
211, 1
212, 7
213, 1
214, 6
215, 4
216, 6
217, 1
218, 6
219, 1
220, 1
221, 10
222, 2
223, 9
224, 8
225, 4
226, 7
227, 9
228, 10
229, 7
230, 8
231, 9
232, 9
233, 
234, 10
235, 
236, 4
237, 8
238, 9
239, 4
240, 2
241, 10
242, 6
243, 4
244, 1
245, 10
246, 5
247, 1
248, 7
249, 4
250, 1
251, 
252, 3
253, 2
254, 2
255, 
256, 9
257, 5
258, 6
259, 2
260, 4
261, 4
262, 6
263, 1
264, 
265, 8
266, 7
267, 9
268, 2
269, 2
270, 9
271, 7
272, 8
273, 4
274, 1
275, 10
276, 9
277, 7
278, 3
279, 1
280, 10
281, 8
282, 5
283, 2
284, 6
285, 4
286, 8
287, 5
288, 9
289, 2
290, 7
291, 5
292, 3
293, 5
294, 
295, 1
