304, 10
305, 1
306, 9
307, 1
308, 10
309, 
310, 1
311, 3
312, 
313, 2
314, 4
315, 8
316, 9
317, 3
318, 1
319, 
320, 
321, 3
322, 
323, 
324, 9
325, 9
326, 7
327, 2
328, 10
329, 5
330, 6
331, 10
332, 1
333, 
334, 6
335, 10
336, 8
337, 2
338, 2
339, 6
340, 
341, 10
342, 3
343, 3
344, 4
345, 
346, 7
347, 10
348, 8
349, 3
350, 8
351, 10
352, 7
353, 1
354, 4
355, 7
356, 10
357, 8
358, 6
359, 9
360, 
361, 3
362, 
363, 3
364, 3
365, 5
366, 3
367, 9
368, 4
369, -1
370, 1
371, 4
372, 1
373, 4
374, 3
375, -1
376, 2
377, 10
378, 7
379, 5
380, 2
381, 10
382, 6
383, 6
384, 1
385, 10
386, 
387, 
388, 5
389, 9
390, 10
391, 8
392, 6
393, 4
394, 4
