203, 9
204, 
205, 9
206, 6
207, 2
208, 10
209, 2
210, 6
211, 3
212, 9
213, 
214, 9
215, 9
216, 5
217, 
218, 
219, 4
220, 5
221, 4
222, 5
223, 5
224, 7
225, 2
226, 
227, 4
228, 
229, 7
230, 
231, 
232, 9
233, 10
234, 7
235, 5
236, 6
237, 9
238, 5
239, -1
240, 4
241, 8
242, 7
243, 1
244, 3
245, 8
246, 1
247, 7
248, 2
249, 8
250, 2
251, 1
252, 10
253, 7
254, 5
255, 
256, 6
257, 5
258, 4
259, 8
260, 
261, 2
262, 8
263, 
264, 7
265, 4
266, 6
267, 5
268, 3
269, 1
270, 5
271, 2
272, 10
273, 3
274, 2
275, 10
276, 8
277, 2
278, 3
279, 6
280, 2
281, 8
282, 4
283, 5
284, 10
285, 7
286, 3
287, 3
288, 6
289, 10
290, 1
291, 8
292, 3
293, 1
294, 5
295, 2
