405, 
406, 6
407, 8
408, 2
409, 4
410, 10
411, 7
412, 3
413, 3
414, 
415, 9
416, 4
417, 7
418, 4
419, 2
420, 10
421, 8
422, 5
423, 5
424, 2
425, 8
426, 1
427, 1
428, 6
429, 7
430, 10
431, 2
432, 8
433, 6
434, 5
435, 9
436, 8
437, 4
438, 8
439, 4
440, 
441, -1
442, 2
443, 5
444, 9
445, 8
446, 
447, 3
448, 
449, 9
450, 8
451, 1
452, 7
453, 6
454, 10
455, 9
456, 10
457, 3
458, 8
459, 2
460, 10
461, 1
462, 1
463, 2
464, 5
465, 8
466, 10
467, 7
468, 
469, 9
470, 10
471, 10
472, 5
473, 7
474, 8
475, 6
476, 10
477, 1
478, 9
479, 9
480, 2
481, 
482, 
483, 5
484, 2
485, 5
486, 8
