405, 4
406, 8
407, 10
408, 10
409, 4
410, 4
411, 2
412, 6
413, 6
414, 7
415, 
416, 5
417, 4
418, 5
419, 3
420, 6
421, 
422, 7
423, 3
424, 3
425, 1
426, 1
427, 2
428, 7
429, 3
430, 10
431, 3
432, 1
433, 3
434, 4
435, 10
436, 2
437, 5
438, 1
439, 7
440, 
441, 2
442, 6
443, 8
444, 9
445, 2
446, 7
447, 1
448, 5
449, 9
450, 6
451, 5
452, 3
453, 1
454, 2
455, 4
456, 5
457, 8
458, 
459, 10
460, 7
461, 1
462, 3
463, 8
464, 3
465, 
466, 8
467, 3
468, 4
469, 9
470, 3
471, 8
472, 1
473, 4
474, 8
475, 4
476, 
477, 4
478, 8
479, -1
480, 6
481, 8
482, 6
483, 
484, 8
485, 8
486, 10
