203, 9
204, -1
205, 4
206, 8
207, 
208, 2
209, 2
210, 7
211, 5
212, 8
213, 5
214, 6
215, 5
216, 
217, -1
218, 2
219, 3
220, 6
221, 7
222, 10
223, 1
224, 7
225, 1
226, 8
227, 5
228, 2
229, 9
230, 8
231, 5
232, 4
233, 7
234, 9
235, 2
236, 3
237, 
238, 3
239, 3
240, 1
241, 2
242, 8
243, 10
244, 3
245, 9
246, 5
247, 5
248, 7
249, 10
250, 4
251, 1
252, 
253, 4
254, 5
255, 5
256, 3
257, 
258, 7
259, 4
260, 4
261, 9
262, 7
263, 6
264, 6
265, 2
266, 7
267, 7
268, 7
269, 10
270, 5
271, 10
272, 4
273, 5
274, 3
275, 6
276, 6
277, 10
278, 7
279, 7
280, 
281, 3
282, 2
283, 1
284, 9
285, 2
286, 10
287, 8
288, 4
289, 3
290, 6
291, 5
292, 6
293, 9
294, 9
295, 5
