203, 10
204, 7
205, 8
206, 2
207, 4
208, 6
209, 7
210, 6
211, 4
212, 7
213, 7
214, 5
215, 8
216, 3
217, 
218, 10
219, 5
220, 1
221, 8
222, 8
223, -1
224, 1
225, 6
226, 5
227, 3
228, 4
229, 6
230, 1
231, 8
232, 1
233, 
234, 5
235, -1
236, 7
237, 8
238, 2
239, 8
240, 6
241, 4
242, 6
243, 3
244, 7
245, 7
246, 6
247, 
248, 6
249, 5
250, 5
251, -1
252, 7
253, 6
254, 4
255, 10
256, 9
257, 9
258, 6
259, 3
260, 8
261, 5
262, 7
263, -1
264, 8
265, 4
266, 8
267, 3
268, 6
269, 1
270, 6
271, 
272, 10
273, 4
274, 8
275, 1
276, 4
277, 1
278, 10
279, 3
280, 8
281, 6
282, 6
283, 5
284, 8
285, 9
286, 1
287, 1
288, 10
289, 6
290, 10
291, 7
292, 3
293, 1
294, 2
295, 5
