203, 3
204, 5
205, 5
206, 5
207, 8
208, 5
209, 2
210, 8
211, 6
212, 3
213, 
214, 
215, 1
216, 5
217, 4
218, 1
219, 6
220, 3
221, 2
222, 6
223, 9
224, 8
225, 6
226, 
227, 2
228, 6
229, 1
230, 10
231, 8
232, 4
233, 1
234, 2
235, 
236, 5
237, 3
238, 8
239, 2
240, 1
241, 3
242, -1
243, 6
244, 6
245, 4
246, 10
247, 8
248, 9
249, 4
250, 8
251, 
252, 2
253, 3
254, 
255, 1
256, 8
257, 8
258, 10
259, 6
260, 8
261, 9
262, 1
263, 4
264, 7
265, 3
266, 4
267, 7
268, 2
269, 9
270, 2
271, 8
272, 7
273, 5
274, 3
275, 4
276, 3
277, 5
278, 
279, 2
280, 4
281, 
282, 
283, 
284, 3
285, 2
286, 1
287, 2
288, -1
289, 
290, 7
291, 2
292, 4
293, 2
294, 10
295, 5
